,Gap between chat initiation,Last Chat Duration,Partial Chat Overlap?,Duration of break before chat,Break before chat?,Overlap time with previous chat,Num ongoing chats before response,Previous chat claim_time_in_minutes,Previous chat response_time_in_minutes,Previous chat interaction_time_in_minutes,Previous chat resolution_time_in_minutes,Previous chat handle_time_in_minutes,Previous chat message_count,Previous chat avg_message_count_in_exchange,Previous chat exchange_count,Previous chat avg_duration_per_message,Previous chat avg_duration_per_exchange,Repeat Technicians,Times already dealt with technician on day,Num chats handled so far,State change,Main State,Last Chat Duration Adj,Last Chat Duration beore response,Duration of last nonstop session before response,Dedicated Operator,time_since_requesters_last_request_mins,Chat for first time in day,Subsequent chat in day,Never chat before,Chat before,"Chat for first time in day, never chat before","Chat for first time in day, chat before","Subsequent chat in day, never chat before","Subsequent chat in day, chat before",Total duration of chat with tech before,State_QLD,State_SA,State_TAS,State_VIC,State_WA,REPORT DAY_Monday,REPORT DAY_Thursday,REPORT DAY_Tuesday,REPORT DAY_Wednesday,HOUR_10 AM,HOUR_11 AM,HOUR_12 PM,HOUR_2 PM,HOUR_3 PM,HOUR_4 PM,HOUR_5 PM,HOUR_6 PM,HOUR_7 AM,HOUR_8 AM,HOUR_9 AM,owner_owner10,owner_owner11,owner_owner12,owner_owner13,owner_owner14,owner_owner16,owner_owner17,owner_owner3,owner_owner4,owner_owner6,owner_owner7,owner_owner9,requester_requester10,requester_requester100,requester_requester101,requester_requester102,requester_requester103,requester_requester104,requester_requester105,requester_requester106,requester_requester107,requester_requester108,requester_requester109,requester_requester11,requester_requester110,requester_requester111,requester_requester112,requester_requester113,requester_requester114,requester_requester115,requester_requester116,requester_requester117,requester_requester118,requester_requester119,requester_requester12,requester_requester120,requester_requester121,requester_requester122,requester_requester123,requester_requester124,requester_requester125,requester_requester126,requester_requester127,requester_requester129,requester_requester13,requester_requester131,requester_requester132,requester_requester133,requester_requester134,requester_requester136,requester_requester137,requester_requester138,requester_requester139,requester_requester14,requester_requester140,requester_requester141,requester_requester142,requester_requester143,requester_requester144,requester_requester145,requester_requester146,requester_requester147,requester_requester148,requester_requester149,requester_requester15,requester_requester151,requester_requester152,requester_requester153,requester_requester154,requester_requester155,requester_requester156,requester_requester158,requester_requester159,requester_requester16,requester_requester160,requester_requester161,requester_requester162,requester_requester163,requester_requester164,requester_requester165,requester_requester166,requester_requester167,requester_requester17,requester_requester19,requester_requester2,requester_requester20,requester_requester21,requester_requester22,requester_requester23,requester_requester24,requester_requester25,requester_requester27,requester_requester28,requester_requester29,requester_requester3,requester_requester30,requester_requester31,requester_requester32,requester_requester33,requester_requester34,requester_requester35,requester_requester36,requester_requester37,requester_requester38,requester_requester39,requester_requester4,requester_requester40,requester_requester42,requester_requester43,requester_requester44,requester_requester45,requester_requester47,requester_requester48,requester_requester50,requester_requester51,requester_requester52,requester_requester53,requester_requester54,requester_requester55,requester_requester56,requester_requester57,requester_requester58,requester_requester6,requester_requester60,requester_requester61,requester_requester62,requester_requester63,requester_requester64,requester_requester65,requester_requester66,requester_requester67,requester_requester68,requester_requester69,requester_requester7,requester_requester70,requester_requester71,requester_requester74,requester_requester75,requester_requester76,requester_requester77,requester_requester78,requester_requester79,requester_requester80,requester_requester81,requester_requester82,requester_requester83,requester_requester85,requester_requester86,requester_requester87,requester_requester88,requester_requester9,requester_requester90,requester_requester91,requester_requester92,requester_requester93,requester_requester94,requester_requester95,requester_requester96,requester_requester97,requester_requester98,requester_requester99,Sum of SLA Pass
1298,22.01666667,0.0,1,0.0,0,0.0,1,5.2666,9.8499,6.5666,0.0,1.3,2,1.0,2,0.0,0.0,0,0,5,0,1,32.180000004,0.0,33.89999999,1,1327.173433,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,277.4333333,0.0,0,408.94999995,1,0.0,0,7.25,7.8,7.8,7.8166,0.5333,2,1.0,2,0.0,0.0,1,1,5,0,1,4.800000001,0.0,38.69999999,1,173.8803,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,64.18333333,0.0,0,64.18333333,1,0.0,0,0.5333,1.8249,1.2166,1.25,0.6833,2,1.0,2,0.0,0.0,0,0,7,0,1,0.0,0.0,0.0,1,1379.039,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,8.683333331,0.633333335,0,12.074999994,1,0.0,0,7.9333,8.6,9.2333,9.2666,1.3,3,1.5,2,0.211111112,0.316666667,1,2,2,0,1,0.633333335,0.633333335,0.633333335,1,15.80695,0,1,0,1,0,0,0,1,0.633333335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,16.38333334,0.0,0,16.38333334,1,0.0,0,0.2,2.22495,1.4833,1.5333,1.2666,2,1.0,2,0.0,0.0,0,0,8,0,1,0.0,0.0,0.0,1,2355.09815,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,9.399999997,0.0,0,14.0999999955,1,0.0,0,12.55,12.75,12.75,12.7833,0.2,2,1.0,2,0.0,0.0,0,0,4,0,1,0.0,0.0,0.0,1,0.0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1306,2.533333328,2.116666669,0,0.6249999884999999,1,0.0,0,1.9,2.2666,4.3833,4.4833,2.4833,3,1.0,3,0.705555556,0.705555556,1,1,5,0,1,2.116666669,2.116666669,2.116666669,1,4.156816667,0,1,0,1,0,0,0,1,2.116666669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1307,3.283333336,0.0,0,3.283333336,1,0.0,0,0.4166,0.9750000000000001,0.65,0.6666,0.2166,2,1.0,2,0.0,0.0,1,2,8,0,1,0.0,0.0,0.0,1,0.893866667,0,1,0,1,0,0,0,1,2.116666669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,13.0,0.0,0,19.5,1,0.0,0,2.3166,3.0333,3.0333,3.0666,0.7166,2,1.0,2,0.0,0.0,1,3,7,0,1,0.0,0.0,0.0,1,15.60155,0,1,0,1,0,0,0,1,2.116666669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,122.8833333,1.466666664,0,182.12500004999998,1,0.0,0,0.2333,0.4333,1.9,1.9333,1.65,3,1.0,3,0.488888888,0.488888888,0,0,8,0,1,1.466666664,1.466666664,1.466666664,1,1122.964833,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1310,54.30000001,0.0,0,81.450000015,1,0.0,0,1.2666,1.65,1.65,1.7,0.3666,2,1.0,2,0.0,0.0,0,0,9,0,1,0.0,0.0,0.0,1,10005.59158,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,29.46666666,0.0,0,44.19999999,1,0.0,0,0.2333,0.5166,0.5166,0.5666,0.2833,2,1.0,2,0.0,0.0,0,0,10,0,1,0.0,0.0,0.0,1,0.0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1312,85.81666667,0.0,0,128.725000005,1,0.0,0,0.2333,0.6833,0.6833,0.7166,0.4333,2,1.0,2,0.0,0.0,0,0,11,0,1,0.0,0.0,0.0,1,1325.86115,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1313,0.416666659,0.0,0,0.6249999884999999,1,0.0,0,0.3333,0.75,0.75,0.7833,0.4,2,1.0,2,0.0,0.0,1,1,12,0,1,0.0,0.0,0.0,1,0.867533333,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1314,0.950000002,0.0,0,1.425000003,1,0.0,0,0.0166,0.3,0.3,0.3666,0.2666,2,1.0,2,0.0,0.0,1,2,13,0,1,0.0,0.0,0.0,1,0.74235,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,24.43333333,0.0,0,24.43333333,1,0.0,0,0.2333,0.72495,0.4833,0.55,0.25,3,1.5,2,0.0,0.0,0,1,19,0,1,0.0,0.0,0.0,1,354.51335,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,31.71666666,3.166666663,0,42.825,1,0.0,0,2.0666,4.7166,7.9,7.95,5.8166,8,1.6,5,0.395833333,0.633333333,0,0,15,0,1,3.166666663,3.166666663,3.166666663,1,2589.449633,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1317,0.883333341,0.0,0,1.3250000115,1,0.0,0,1.1,1.7333,1.7333,1.75,0.6166,2,1.0,2,0.0,0.0,1,1,16,0,1,0.0,0.0,0.0,1,2.394666667,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1318,63.01666667,0.0,0,94.525000005,1,0.0,0,0.05,0.2166,0.2166,0.25,0.15,1,1.0,1,0.0,0.0,0,0,17,0,1,0.0,0.0,0.0,1,199.3657667,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1319,34.65,0.0,0,51.974999999999994,1,0.0,0,0.2,0.0,0.2,0.45,0.0,2,2.0,1,0.0,0.0,0,0,18,0,1,0.0,0.0,0.0,1,1584.73135,1,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1324,18.91666667,0.0,0,18.91666667,1,0.0,0,9.8833,16.7499,11.1666,11.2,1.2666,2,1.0,2,0.0,0.0,0,1,9,0,1,0.0,0.0,0.0,1,34.5731,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,50.25,0.0,0,75.375,1,0.0,0,14.3666,14.65,14.65,14.6833,0.2666,2,1.0,2,0.0,0.0,0,1,6,0,1,0.0,0.0,0.0,1,79.38453333,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1326,16.04999999,0.0,0,24.074999984999998,1,0.0,0,0.5666,0.95,0.95,1.0,0.3833,2,1.0,2,0.0,0.0,1,2,7,0,1,0.0,0.0,0.0,1,15.37056667,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1327,1.28333334,0.0,0,1.92500001,1,0.0,0,0.2833,1.6333,1.6333,1.6666,1.35,2,1.0,2,0.0,0.0,1,3,8,0,1,0.0,0.0,0.0,1,2.5299,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1328,56.03333334,0.0,0,84.05000000999999,1,0.0,0,0.1833,0.3833,0.3833,0.4166,0.2,2,1.0,2,0.0,0.0,0,0,9,0,1,0.0,0.0,0.0,1,0.0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
